AQI,CO2,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3
1,,290.39,0.01,14.91,39.34,0.57,2.45,4.39,2.5
2,,260.35,0.0,2.96,47.21,0.35,10.44,11.53,2.06
2,,240.33,0.0,6.17,64.37,0.64,1.35,2.79,5.19
2,,223.64,0.0,2.04,71.53,0.5,0.5,1.12,1.22
2,,223.64,0.0,1.22,76.53,0.45,0.5,1.28,0.48
1,,270.37,0.0,13.88,43.99,0.4,1.83,2.79,3.45
1,,270.37,0.02,20.74,36.12,0.59,2.63,5.02,20.27
2,,226.97,0.0,1.07,84.4,0.46,0.5,0.89,0.29
1,,240.33,0.0,23.65,51.5,2.12,2.02,7.56,3.04
2,,223.64,0.0,1.76,60.08,1.0,0.5,1.07,0.88
1,,243.66,0.0,17.99,54.36,0.75,1.79,7.41,3.67
2,,220.3,0.0,0.87,78.68,0.54,0.58,2.01,0.01
2,,233.65,0.0,4.5,70.81,0.72,0.74,2.09,1.39
2,,233.65,0.0,14.74,67.23,0.94,1.59,7.48,1.87
1,,243.66,0.0,24.33,46.49,0.81,1.88,7.06,4.62
2,,223.64,0.0,2.1,66.52,0.28,0.5,1.31,2.34
2,,226.97,0.0,2.7,63.66,0.25,2.64,4.64,0.77
1,,223.64,0.0,11.31,30.76,0.73,3.35,4.2,0.93
2,,794.41,2.18,54.15,9.21,2.92,21.26,24.43,3.58
2,,233.65,0.0,7.88,62.94,0.92,1.54,4.14,1.69
2,,247.0,0.0,5.36,66.52,0.41,0.93,1.66,2.41
2,,233.65,0.0,12.0,61.51,0.83,2.01,7.4,5.32
2,,220.3,0.0,1.67,77.25,0.83,0.5,1.06,0.15
1,,170.23,0.0,2.36,28.61,0.27,9.78,11.78,1.74
1,,216.96,0.0,5.66,52.93,0.74,9.21,14.59,3.71
1,,226.97,0.0,2.44,57.22,0.94,0.5,1.2,0.86
2,,230.31,0.0,2.74,67.95,0.23,0.59,1.35,3.07
2,,226.97,0.0,2.14,74.39,0.39,0.62,1.93,1.92
1,,230.31,0.0,5.57,50.07,0.14,0.81,2.1,7.09
2,,220.3,0.0,1.36,77.25,0.59,0.5,1.25,0.37
1,,220.3,0.0,1.61,48.64,0.1,7.1,10.81,0.66
1,,233.65,0.0,3.3,50.07,0.38,7.34,8.27,1.03
1,,200.27,0.0,4.07,40.05,0.25,6.6,7.6,0.7
2,,226.97,0.0,0.89,85.83,0.4,0.5,0.82,0.29
1,,240.33,0.0,10.28,46.49,0.23,1.23,2.87,10.77
2,,236.99,0.0,6.08,71.53,0.66,1.11,2.51,9.37
2,,230.31,0.0,2.01,82.25,0.68,0.55,1.49,0.58
2,,253.68,0.0,5.66,30.76,0.55,11.86,13.2,0.64
1,,250.34,0.0,22.96,47.92,5.01,2.66,7.91,3.48
1,,247.0,0.0,9.17,33.98,0.41,2.84,3.36,0.71
1,,233.65,0.0,13.54,50.07,0.42,1.41,5.55,4.81
2,,240.33,0.0,19.02,62.94,1.67,1.71,7.67,1.98
1,,250.34,0.0,8.4,49.35,4.35,3.16,5.91,1.9
1,,230.31,0.0,5.57,50.07,0.14,0.81,2.1,7.09
2,,223.64,0.0,1.3,75.1,0.21,0.5,1.36,1.93
2,,226.97,0.0,11.31,60.08,0.43,1.45,6.44,6.02
1,,186.92,0.0,3.77,35.05,0.15,4.85,7.59,1.52
1,,230.31,0.0,5.74,45.78,0.13,0.87,2.23,5.7
1,,293.73,0.01,15.77,25.75,2.95,4.91,5.48,0.75
1,,233.65,0.0,15.77,59.37,0.97,1.87,7.3,3.26
2,,240.33,0.0,14.22,60.08,1.09,2.05,7.4,5.07
2,,226.97,0.0,3.34,64.37,0.39,0.5,1.09,2.06
2,,191.93,0.0,1.07,63.66,0.66,8.97,9.92,0.17
1,,253.68,0.0,7.88,44.35,1.85,9.6,10.4,0.53
1,,267.03,0.05,14.57,27.54,0.31,2.44,4.41,4.5
2,,230.31,0.0,2.79,66.52,0.26,0.54,1.38,2.5
2,,243.66,0.0,4.58,70.1,0.45,0.73,1.82,1.31
1,,236.99,0.0,7.03,45.42,0.18,1.05,2.5,6.08
2,,226.97,0.0,2.7,61.51,0.15,0.53,1.43,3.96
1,,263.69,0.0,9.94,27.9,0.65,4.51,5.0,0.68
3,,433.92,0.05,27.42,29.68,2.53,34.64,39.18,1.52
2,,223.64,0.0,2.42,48.64,0.23,16.49,19.41,0.71
1,,243.66,0.0,6.51,50.07,0.19,1.03,2.12,2.41
2,,223.64,0.0,2.04,71.53,0.5,0.5,1.12,1.22
2,,243.66,0.0,4.58,70.1,0.45,0.73,1.82,1.31
1,,243.66,0.0,6.43,50.07,0.19,1.21,2.29,2.28
1,,260.35,0.01,14.57,32.9,3.25,5.99,7.09,0.74
2,,226.97,0.0,1.78,76.53,0.42,0.61,1.78,0.94
1,,233.65,0.0,9.94,42.92,0.17,1.4,3.51,16.21
1,,236.99,0.0,4.11,58.65,0.16,0.66,1.53,2.47
2,,377.18,0.05,27.76,27.9,4.53,23.67,26.87,1.9
2,,240.33,0.0,19.02,62.94,1.67,1.71,7.67,1.98
2,,223.64,0.0,3.3,77.25,1.24,1.51,3.08,0.93
3,,440.6,0.0,39.76,43.27,6.32,28.06,32.01,2.38
1,,236.99,0.0,8.65,43.27,0.16,1.1,2.75,6.21
2,,233.65,0.0,4.5,70.81,0.72,0.74,2.09,1.39
2,,220.3,0.0,1.71,78.68,0.92,0.5,1.2,0.08
2,,243.66,0.0,7.2,35.41,0.46,13.74,15.78,0.23
1,,233.65,0.0,14.91,52.21,0.5,1.49,6.36,4.5
2,,230.31,0.0,2.04,82.25,0.65,0.61,1.78,0.7
1,,236.99,0.0,16.45,57.94,1.1,1.78,6.87,4.37
1,,243.66,0.0,6.51,50.07,0.19,1.03,2.12,2.41
1,,226.97,0.0,4.93,51.5,0.15,0.8,2.08,7.98
1,,236.99,0.0,6.34,52.21,1.59,4.12,4.81,0.73
2,,223.64,0.0,0.66,80.82,0.4,0.55,2.06,0.02
2,,226.97,0.0,2.96,67.95,0.65,0.5,0.96,1.28
1,,250.34,0.01,9.34,40.41,0.21,1.57,3.04,2.57
2,,233.65,0.0,3.86,62.23,0.23,0.72,1.59,3.29
1,,250.34,0.01,20.05,48.64,0.77,1.83,6.41,4.24
2,,226.97,0.0,1.82,84.4,0.63,0.5,0.81,0.43
1,,191.93,0.0,3.47,59.37,0.45,5.48,7.4,1.98
1,,220.3,0.01,5.66,33.98,0.57,8.06,14.96,1.55
1,,310.42,0.0,8.4,47.21,0.61,9.74,11.4,13.68
2,,233.65,0.0,10.71,62.94,2.06,2.27,7.64,5.51
1,,233.65,0.0,6.08,51.5,0.2,0.91,2.32,9.63
2,,226.97,0.0,1.39,84.4,0.49,0.5,0.95,0.29
1,,247.0,0.0,6.43,42.2,0.69,2.77,3.28,0.66
2,,223.64,0.0,1.3,75.1,0.21,0.5,1.36,1.93
2,,226.97,0.0,2.7,65.09,0.31,0.5,1.15,1.65
1,,290.39,0.01,17.99,33.26,0.71,3.31,5.38,4.12
1,,243.66,0.0,8.05,45.78,1.61,4.57,5.3,0.88
1,,290.39,0.01,17.99,33.26,0.71,3.31,5.38,4.12
1,,233.65,0.0,16.45,57.94,1.09,1.64,6.27,4.62
1,,250.34,0.0,3.68,50.78,0.66,4.51,5.35,0.43
1,,240.33,0.0,4.54,55.08,0.59,4.52,5.38,0.92
2,,230.31,0.0,2.79,66.52,0.26,0.54,1.38,2.5
2,,223.64,0.0,0.41,87.26,0.31,0.5,1.68,0.0
1,,243.66,0.0,24.33,52.21,2.38,2.17,8.04,2.98
2,,226.97,0.0,1.84,68.67,0.32,0.5,1.36,1.93
2,,223.64,0.0,1.26,74.39,0.4,0.5,1.46,0.54
1,,236.99,0.0,16.45,57.94,1.1,1.78,6.87,4.37
1,,236.99,0.0,4.11,58.65,0.16,0.66,1.53,2.47
2,,226.97,0.0,2.14,74.39,0.39,0.62,1.93,1.92
2,,236.99,0.0,14.05,62.94,1.1,1.69,6.52,4.05
2,,223.64,0.0,2.16,80.82,0.92,0.57,2.48,0.35
2,,520.71,0.0,27.42,46.49,2.33,22.22,25.67,1.76
2,,240.33,0.0,6.17,64.37,0.64,1.35,2.79,5.19
2,,233.65,0.0,12.0,61.51,0.83,2.01,7.4,5.32
2,,310.42,0.0,33.59,38.98,12.99,18.29,22.33,0.38
2,,220.3,0.0,0.63,81.54,0.27,0.5,1.66,0.57
1,,176.91,0.0,1.61,43.27,0.1,5.28,6.83,1.12
1,,250.34,0.0,8.31,44.35,0.18,1.3,2.53,2.98
2,,233.65,0.0,1.76,86.55,0.95,11.94,15.17,0.21
2,,223.64,0.0,0.43,88.69,0.31,0.5,1.78,0.0
1,,260.35,0.04,11.82,23.96,1.42,8.7,11.75,3.2
1,,226.97,0.0,3.73,56.51,0.5,5.94,6.58,0.79
2,,223.64,0.0,1.26,80.11,0.69,0.5,1.38,0.07
1,,191.93,0.0,4.5,41.49,0.45,3.67,4.93,2.01
2,,220.3,0.0,1.71,78.68,0.92,0.5,1.2,0.08
2,,297.07,0.01,22.28,34.69,9.42,18.96,21.95,2.41
1,,257.02,0.0,9.6,45.78,0.25,1.83,3.65,1.87
1,,263.69,0.0,9.94,27.9,0.65,4.51,5.0,0.68
1,,347.14,0.03,25.02,27.18,0.72,5.29,7.51,3.14
3,,380.52,0.01,16.79,36.48,1.86,35.93,39.91,2.03
2,,226.97,0.0,6.17,60.8,0.95,1.32,5.12,4.81
2,,230.31,0.0,2.31,79.39,0.34,0.66,2.08,4.12
2,,230.31,0.0,2.31,79.39,0.34,0.66,2.08,4.12
2,,247.0,0.0,6.08,64.37,3.99,2.95,5.38,0.71
1,,185.25,0.0,2.49,43.63,0.15,4.21,5.38,1.31
2,,226.97,0.0,2.7,65.09,0.31,0.5,1.15,1.65
2,,243.66,0.0,4.58,70.1,0.45,0.73,1.82,1.31
1,,233.65,0.0,5.23,55.79,0.17,0.76,1.83,5.76
2,,247.0,0.0,14.4,60.08,4.17,2.73,8.29,3.61
1,,263.69,0.01,12.17,34.69,0.26,2.36,4.29,2.95
2,,247.0,0.0,5.27,63.66,0.35,0.85,1.67,1.69
2,,161.89,0.0,2.16,60.8,0.11,2.6,3.06,3.33
2,,220.3,0.0,1.03,80.11,0.23,0.5,1.54,0.89
1,,250.34,0.02,10.54,33.26,0.18,1.85,3.83,3.04
2,,230.31,0.0,11.14,60.8,1.83,2.35,7.63,4.18
2,,220.3,0.0,1.01,75.1,0.36,0.55,1.82,0.83
1,,257.02,0.0,10.11,59.37,0.78,1.54,2.44,3.9
2,,223.64,0.0,0.89,78.68,0.51,0.5,1.52,0.09
2,,226.97,0.0,10.2,67.95,1.85,1.88,7.98,1.9
3,,554.09,0.33,30.85,11.44,0.69,28.14,29.55,3.29
1,,250.34,0.02,10.54,33.26,0.18,1.85,3.83,3.04
1,,247.0,0.01,25.71,46.49,0.9,1.82,6.8,4.37
2,,236.99,0.0,6.08,71.53,0.66,1.11,2.51,9.37
2,,230.31,0.0,2.96,70.1,0.31,0.71,1.98,1.5
1,,233.65,0.0,15.77,58.65,1.13,1.84,7.34,3.01
2,,223.64,0.0,1.25,80.11,0.53,0.5,1.14,0.72
1,,293.73,0.0,9.25,55.08,1.25,8.33,9.47,1.31
1,,236.99,0.0,3.9,59.37,0.38,3.23,4.54,0.87
2,,220.3,0.0,1.01,75.1,0.36,0.55,1.82,0.83
1,,176.91,0.0,1.61,43.27,0.1,5.28,6.83,1.12
1,,188.59,0.0,2.79,42.2,0.17,6.47,6.76,1.36
2,,226.97,0.0,11.31,66.52,1.91,1.93,8.08,2.15
2,,287.06,0.0,5.48,68.67,0.72,17.5,21.85,0.97
2,,230.31,0.0,3.43,65.09,0.53,0.53,1.14,1.54
2,,253.68,0.0,5.06,57.94,0.44,10.1,11.8,4.05
2,,223.64,0.0,1.93,67.23,0.3,0.51,1.42,2.22
1,,233.65,0.0,3.43,51.5,0.32,5.23,5.86,0.92
3,,307.08,0.0,9.25,44.35,1.25,26.12,31.54,2.34
1,,230.31,0.0,4.33,56.51,0.67,5.61,6.21,0.84
2,,223.64,0.0,1.3,75.1,0.21,0.5,1.36,1.93
1,,250.34,0.0,8.4,57.94,0.45,1.11,1.97,3.01
1,,240.33,0.0,4.71,56.51,0.83,7.78,8.53,0.76
1,,240.33,0.0,8.82,42.2,0.29,1.46,3.56,8.23
1,,236.99,0.0,6.34,52.21,1.59,4.12,4.81,0.73
2,,226.97,0.0,2.7,61.51,0.15,0.53,1.43,3.96
1,,250.34,0.01,11.48,36.84,0.17,1.51,2.88,2.69
1,,243.66,0.0,6.43,50.07,0.19,1.21,2.29,2.28
1,,263.69,0.01,12.17,33.26,0.21,2.26,3.98,2.88
1,,175.24,0.0,2.21,37.19,0.08,4.93,7.85,0.96
2,,223.64,0.0,1.26,72.96,0.37,0.55,1.65,0.78
1,,250.34,0.0,8.31,44.35,0.18,1.3,2.53,2.98
2,,236.99,0.0,3.6,60.08,0.54,14.22,16.36,0.73
1,,233.65,0.0,6.08,51.5,0.2,0.91,2.32,9.63
1,,233.65,0.0,15.08,57.22,0.75,1.71,6.24,5.57
1,,270.37,0.0,6.43,41.84,0.73,8.51,9.24,1.63
1,,223.64,0.0,7.37,57.94,0.28,1.25,5.41,5.64
1,,243.66,0.0,24.33,46.49,0.81,1.88,7.06,4.62
2,,236.99,0.0,3.38,60.8,0.57,12.72,15.1,1.85
2,,226.97,0.0,5.06,67.23,1.06,1.19,4.65,3.33
2,,233.65,0.0,3.81,61.51,0.45,3.58,4.22,1.08
1,,233.65,0.0,15.94,57.22,0.89,1.81,6.95,3.8
1,,250.34,0.0,4.03,43.63,0.52,7.26,8.03,0.44
1,,243.66,0.0,24.33,46.49,0.81,1.88,7.06,4.62
2,,280.38,0.0,7.45,72.96,1.89,17.22,19.76,0.5
2,,223.64,0.0,0.89,78.68,0.51,0.5,1.52,0.09
2,,233.65,0.0,3.26,64.37,0.21,0.56,1.39,2.34
1,,196.93,0.0,3.38,37.55,0.21,5.04,7.56,1.01
1,,240.33,0.0,23.65,51.5,2.12,2.02,7.56,3.04
1,,223.64,0.0,7.37,57.94,0.28,1.25,5.41,5.64
1,,223.64,0.0,3.34,38.62,0.12,8.68,11.08,1.25
1,,260.35,0.0,10.28,45.78,0.32,1.65,2.48,2.88
2,,226.97,0.0,2.36,38.98,0.17,11.77,15.68,0.71
1,,250.34,0.01,11.48,36.84,0.17,1.51,2.88,2.69
1,,243.66,0.01,10.54,33.62,0.15,1.51,3.24,4.62
2,,233.65,0.0,5.83,65.09,2.12,1.84,3.26,0.71
2,,223.64,0.0,1.3,75.1,0.21,0.5,1.36,1.93
1,,263.69,0.01,12.17,34.69,0.26,2.36,4.29,2.95
1,,223.64,0.0,1.86,44.7,0.09,9.87,15.39,0.9
2,,220.3,0.0,0.75,75.1,0.08,0.5,0.72,0.2
2,,223.64,0.0,1.48,77.25,0.21,0.5,1.31,1.82
2,,233.65,0.0,10.71,63.66,1.27,2.08,7.4,5.76
2,,236.99,0.01,7.8,24.68,0.83,22.57,26.48,2.09
3,,273.71,0.0,5.27,60.8,0.65,35.73,40.53,4.18
2,,223.64,0.0,2.04,71.53,0.5,0.5,1.12,1.22
2,,223.64,0.0,2.42,48.64,0.23,16.49,19.41,0.71
2,,220.3,0.0,1.03,80.11,0.23,0.5,1.54,0.89
1,,247.0,0.0,8.05,42.2,0.16,1.27,2.61,3.01
1,,233.65,0.0,9.51,59.37,0.95,1.59,6.05,5.51
1,,226.97,0.0,4.93,51.5,0.15,0.8,2.08,7.98
1,,263.69,0.0,11.48,45.78,0.43,2.07,3.6,7.66
2,,280.38,0.0,11.48,38.27,1.77,17.67,19.24,0.49
1,,290.39,0.01,14.91,39.34,0.57,2.45,4.39,2.5
2,,223.64,0.0,1.25,80.11,0.53,0.5,1.14,0.72
1,,270.37,0.02,20.74,36.12,0.59,2.63,5.02,20.27
2,,287.06,0.0,5.1,55.08,1.03,11.23,12.52,1.11
2,,226.97,0.0,1.05,85.83,0.38,0.5,0.81,0.38
1,,220.3,0.0,1.69,57.94,0.71,0.5,1.13,0.81
1,,186.92,0.0,3.34,45.78,0.41,5.71,7.03,2.22
2,,216.96,0.0,2.96,75.1,1.82,1.2,2.67,0.74
2,,303.75,0.0,3.47,91.55,0.58,18.85,20.29,1.69
2,,220.3,0.0,1.93,72.96,0.75,0.5,0.95,0.55
2,,220.3,0.0,0.85,78.68,0.52,0.52,1.72,0.04
2,,223.64,0.0,1.26,72.96,0.37,0.55,1.65,0.78
1,,253.68,0.01,13.2,38.27,0.4,2.06,4.26,12.79
1,,270.37,0.05,25.02,11.44,3.34,5.45,7.6,1.25
1,,250.34,0.01,9.34,40.41,0.21,1.57,3.04,2.57
2,,226.97,0.0,2.04,75.1,0.83,0.5,1.0,0.8
1,,240.33,0.0,17.99,47.21,0.74,1.56,6.22,4.94
1,,257.02,0.01,8.65,29.33,0.47,4.79,5.36,0.75
3,,223.64,0.0,0.4,104.43,2.8,7.83,10.8,0.49
2,,223.64,0.0,2.04,71.53,0.5,0.5,1.12,1.22
1,,236.99,0.0,11.31,43.99,0.41,1.06,1.85,3.93
2,,230.31,0.0,13.71,60.8,1.18,1.97,7.83,2.72
1,,243.66,0.0,6.51,50.07,0.19,1.03,2.12,2.41
1,,240.33,0.0,10.28,46.49,0.23,1.23,2.87,10.77
1,,230.31,0.0,5.74,45.78,0.13,0.87,2.23,5.7
1,,226.97,0.0,4.11,56.51,0.14,0.64,1.65,3.14
2,,223.64,0.0,0.99,75.1,0.26,0.5,1.24,0.83
2,,250.34,0.0,4.28,79.39,1.62,13.16,16.26,1.17
1,,347.14,0.03,25.02,27.18,0.72,5.29,7.51,3.14
1,,236.99,0.0,8.82,37.91,0.15,1.33,3.12,5.13
1,,243.66,0.0,6.6,58.65,0.51,1.08,2.08,4.62
2,,230.31,0.0,2.74,81.54,0.61,0.5,1.19,1.25
1,,267.03,0.01,11.82,35.41,0.3,2.19,3.74,2.63
1,,287.06,0.03,33.93,12.16,6.38,5.52,8.2,1.08
1,,230.31,0.0,12.68,47.92,0.34,1.48,6.14,5.32
1,,257.02,0.0,8.82,50.78,0.34,1.46,2.28,3.04
1,,263.69,0.0,9.94,27.9,0.65,4.51,5.0,0.68
1,,233.65,0.0,15.25,58.65,0.89,1.77,6.83,3.96
2,,223.64,0.0,0.62,80.11,0.3,0.5,1.57,0.26
2,,230.31,0.0,1.48,47.92,0.11,10.91,14.89,0.67
1,,250.34,0.0,8.4,49.35,4.35,3.16,5.91,1.9
2,,247.0,0.0,11.14,64.37,1.73,13.65,16.3,2.69
2,,397.21,0.01,16.28,32.9,0.44,22.64,24.53,1.93
1,,243.66,0.0,17.99,54.36,0.75,1.79,7.41,3.67
1,,226.97,0.0,2.44,57.22,0.94,0.5,1.2,0.86
2,,223.64,0.0,0.78,82.97,0.51,0.6,2.26,0.0
2,,267.03,0.0,3.51,75.82,0.57,17.26,20.93,1.25
2,,260.35,0.01,9.85,28.97,0.54,15.7,17.83,0.25
1,,236.99,0.0,7.03,45.42,0.18,1.05,2.5,6.08
2,,223.64,0.0,1.93,67.23,0.3,0.51,1.42,2.22
1,,250.34,0.01,8.57,44.7,0.26,1.39,2.63,4.94
2,,257.02,0.0,6.17,34.33,0.37,12.15,15.97,0.91
1,,247.0,0.01,25.71,46.49,0.9,1.82,6.8,4.37
1,,233.65,0.0,5.01,52.93,0.18,0.76,1.65,2.38
1,,240.33,0.0,6.26,52.21,0.19,0.96,1.95,2.12
1,,240.33,0.0,10.28,46.49,0.23,1.23,2.87,10.77
1,,233.65,0.0,16.45,57.94,1.09,1.64,6.27,4.62
1,,173.57,0.0,4.2,55.79,0.24,0.74,1.1,4.18
1,,260.35,0.0,6.68,43.63,1.03,9.58,10.65,0.76
1,,230.31,0.0,1.63,50.07,0.09,6.03,9.04,0.67
2,,233.65,0.0,7.88,62.94,0.92,1.54,4.14,1.69
1,,243.66,0.0,24.33,52.21,2.38,2.17,8.04,2.98
1,,247.0,0.02,11.65,32.19,0.25,1.93,3.83,6.33
1,,236.99,0.0,4.88,59.37,0.71,0.74,1.43,1.93
2,,220.3,0.0,1.67,77.25,0.83,0.5,1.06,0.15
1,,250.34,0.0,8.91,33.62,0.57,3.23,3.81,0.6
2,,223.64,0.0,1.48,77.25,0.21,0.5,1.31,1.82
1,,223.64,0.0,3.34,38.62,0.12,8.68,11.08,1.25
2,,223.64,0.0,1.39,74.39,0.4,0.5,1.34,0.57
2,,236.99,0.0,6.08,71.53,0.66,1.11,2.51,9.37
2,,190.26,0.0,1.26,76.53,1.97,12.57,13.69,0.0
2,,240.33,0.0,19.02,62.94,1.67,1.71,7.67,1.98
2,,191.93,0.0,3.3,41.84,0.32,10.01,18.2,2.76
1,,243.66,0.0,24.33,46.49,0.86,1.93,7.37,3.86
2,,230.31,0.0,10.63,61.51,1.49,2.24,7.57,4.31
1,,230.31,0.0,10.45,52.93,0.44,1.37,5.66,6.14
2,,223.64,0.0,1.93,67.23,0.3,0.51,1.42,2.22
2,,257.02,0.0,7.54,25.03,0.49,12.01,13.53,0.37
2,,243.66,0.0,4.58,70.1,0.45,0.73,1.82,1.31
2,,226.97,0.0,3.64,72.24,0.63,0.68,1.91,3.33
2,,213.62,0.0,2.08,63.66,0.32,11.44,13.49,0.93
2,,223.64,0.0,3.21,56.51,0.56,10.58,12.86,0.21
1,,283.72,0.01,16.79,35.05,0.47,2.42,3.34,3.39
1,,240.33,0.0,21.94,46.49,4.23,2.53,7.72,2.76
2,,216.96,0.0,0.94,69.38,0.36,0.5,0.73,0.28
1,,240.33,0.0,15.59,49.35,0.71,1.33,4.88,4.12
1,,247.0,0.0,12.85,52.93,0.69,1.59,2.39,8.11
1,,226.97,0.0,10.45,52.93,0.26,1.34,5.67,4.18
1,,176.91,0.0,3.09,42.56,0.13,3.93,5.79,1.11
2,,240.33,0.0,2.46,54.36,0.53,11.2,16.84,1.14
2,,220.3,0.0,1.01,75.1,0.36,0.55,1.82,0.83
2,,243.66,0.0,4.58,70.1,0.45,0.73,1.82,1.31
1,,233.65,0.0,13.71,59.37,3.49,2.34,7.54,1.93
2,,233.65,0.0,3.26,64.37,0.21,0.56,1.39,2.34
2,,223.64,0.0,0.89,78.68,0.51,0.5,1.52,0.09
2,,223.64,0.0,1.3,75.1,0.21,0.5,1.36,1.93
1,,236.99,0.0,5.01,55.79,0.84,6.6,7.26,0.82
2,,223.64,0.0,0.46,87.98,0.26,0.5,1.48,0.03
1,,240.33,0.0,8.31,36.48,0.12,1.35,3.2,3.45
1,,220.3,0.0,1.52,46.49,0.12,8.74,12.46,0.56
1,,230.31,0.0,5.74,45.78,0.13,0.87,2.23,5.7
2,,230.31,0.0,2.79,66.52,0.26,0.54,1.38,2.5
2,,226.97,0.0,2.31,65.8,0.25,2.8,5.26,0.59
2,,230.31,0.0,2.01,82.25,0.68,0.55,1.49,0.58
2,,223.64,0.0,1.74,69.38,0.32,0.5,1.34,1.69
1,,230.31,0.0,13.02,49.35,0.53,1.43,6.05,6.4
1,,250.34,0.01,9.34,40.41,0.21,1.57,3.04,2.57
2,,226.97,0.0,6.17,60.8,0.95,1.32,5.12,4.81
1,,247.0,0.0,4.8,43.99,0.89,4.77,5.36,0.58
2,,226.97,0.0,2.29,73.67,0.81,0.5,1.02,0.86
1,,233.65,0.0,10.54,50.78,3.52,2.35,6.15,1.3
1,,260.35,0.0,7.37,35.41,0.77,7.13,7.96,1.19
1,,230.31,0.0,2.96,51.5,0.39,6.32,7.08,1.69
2,,303.75,0.0,3.47,91.55,0.58,18.85,20.29,1.69
2,,226.97,0.0,2.7,65.09,0.31,0.5,1.15,1.65
2,,247.0,0.0,14.4,60.08,4.17,2.73,8.29,3.61
2,,223.64,0.0,2.1,66.52,0.28,0.5,1.31,2.34
1,,236.99,0.0,9.08,42.2,0.18,1.51,3.75,16.72
2,,220.3,0.0,1.01,75.1,0.36,0.55,1.82,0.83
1,,230.31,0.0,12.0,56.51,0.43,1.48,6.49,4.37
1,,233.65,0.01,19.36,40.77,0.46,1.56,6.05,5.89
1,,257.02,0.0,11.65,48.64,1.28,2.02,4.19,10.64
1,,257.02,0.0,8.65,31.47,0.51,5.14,5.66,1.12
2,,230.31,0.0,1.67,83.69,0.61,0.5,1.2,0.4
1,,233.65,0.01,19.36,40.77,0.46,1.56,6.05,5.89
1,,230.31,0.0,11.65,59.37,0.38,1.49,6.68,3.74
1,,240.33,0.0,21.94,48.64,0.78,1.73,7.11,2.79
1,,230.31,0.0,5.48,48.64,0.98,2.12,3.18,0.53
1,,168.56,0.0,2.38,54.36,0.15,2.06,2.34,1.22
3,,213.62,0.0,3.38,38.27,1.03,39.93,42.82,0.0
1,,233.65,0.0,9.94,42.92,0.17,1.4,3.51,16.21
2,,233.65,0.0,14.74,67.23,0.94,1.59,7.48,1.87
2,,280.38,0.0,7.45,72.96,1.89,17.22,19.76,0.5
2,,230.31,0.0,11.82,62.23,0.75,2.18,7.69,5.0
1,,213.62,0.01,6.77,31.11,0.19,2.35,2.78,1.39
1,,211.95,0.0,2.42,45.78,0.09,3.66,4.28,0.32
1,,273.71,0.02,14.22,33.62,0.31,2.68,4.47,2.63
1,,186.92,0.0,4.11,50.07,0.3,8.05,12.19,3.58
2,,223.64,0.0,1.82,70.81,0.4,0.5,1.19,1.09
2,,223.64,0.0,2.1,66.52,0.28,0.5,1.31,2.34
1,,236.99,0.0,9.08,42.2,0.18,1.51,3.75,16.72
1,,243.66,0.0,24.33,46.49,0.81,1.88,7.06,4.62
1,,270.37,0.0,10.2,55.79,0.55,1.63,3.58,1.87
1,,240.33,0.0,8.31,36.48,0.12,1.35,3.2,3.45
2,,230.31,0.0,7.71,67.23,1.16,1.88,7.09,4.5
1,,247.0,0.01,27.42,43.63,0.89,1.85,7.5,2.38
2,,230.31,0.0,2.14,60.08,0.24,2.89,4.12,0.66
1,,240.33,0.0,5.74,55.79,1.25,6.62,7.32,0.71
1,,250.34,0.01,11.48,36.84,0.17,1.51,2.88,2.69
1,,236.99,0.0,8.05,39.7,0.14,1.15,2.75,5.0
1,,230.31,0.0,4.5,55.08,0.12,0.64,1.68,2.72
2,,223.64,0.0,1.3,75.1,0.21,0.5,1.36,1.93
1,,233.65,0.0,15.77,58.65,1.13,1.84,7.34,3.01
2,,233.65,0.0,12.0,61.51,0.83,2.01,7.4,5.32
1,,260.35,0.0,6.77,59.37,0.86,4.39,5.74,1.28
1,,230.31,0.0,10.45,52.93,0.44,1.37,5.66,6.14
1,,230.31,0.0,14.4,57.94,1.91,2.03,7.96,2.69
2,,220.3,0.0,1.36,77.25,0.59,0.5,1.25,0.37
2,,223.64,0.0,0.89,78.68,0.51,0.5,1.52,0.09
1,,250.34,0.01,9.34,40.41,0.21,1.57,3.04,2.57
1,,226.97,0.01,17.82,41.84,0.34,1.64,6.64,5.57
1,,223.64,0.0,7.37,57.94,0.28,1.25,5.41,5.64
2,,267.03,0.0,5.36,57.22,0.35,13.26,15.48,11.53
1,,195.27,0.0,2.31,30.04,0.14,7.22,9.66,2.76
2,,220.3,0.0,1.52,70.1,0.32,0.53,1.57,1.52
1,,260.35,0.0,10.63,41.84,0.27,2.0,3.71,2.28
1,,180.24,0.0,2.27,44.7,0.16,6.18,9.05,1.66
2,,233.65,0.0,12.0,61.51,0.83,2.01,7.4,5.32
2,,226.97,0.0,2.7,65.09,0.31,0.5,1.15,1.65
2,,226.97,0.0,0.89,85.83,0.4,0.5,0.82,0.29
3,,387.19,0.0,15.08,50.07,1.76,38.93,43.5,1.81
2,,230.31,0.0,13.71,60.8,1.18,1.97,7.83,2.72
2,,220.3,0.0,1.5,46.49,0.14,13.15,18.66,0.72
